,Unnamed: 0,abstract,journal,publisher,authors,title,date,journal_vol,journal_issue,firstpage,doi,abstract_html,fulltext_html,pdf_url,language,keywords,citation_count,editor_name,editor_surname
150,150,"Reviews the book, Why Everyone (Else) Is a Hypocrite: Evolution and the Modular Mind by Robert Kurzban (see record 2010-24046-000). This book has two primary goalsâand these goals are encapsulated in the title and subtitle of the book respectively. Primarily, this book sheds light on the nature of moral psychologyâwith a specific eye toward elucidating hypocrisy. This is great for several reasonsâlargely because people are, without exception, fascinated by hypocrisy. People seem to love to catch others in moments of hypocrisy. And in a highly political world (as ours is), calling people out on hypocrisy is something of a silver bulletâoften used by people in all sorts of contexts to advance their own agenda. Second, per the book's subtitle, this book sets out to provide an evolutionarily informed argument for why a modular conception of the mind is the best way to understand human psychology. The reviewer concludes that this book is exceptionalâitâs extremely well-written and provocative. It leaves the reader with new insights into the human conditionâwhich is exactly what the best books in psychology do. By underscoring how basic hypocrisy is to human psychology, the ideas in this book have the capacity to help people better understand hypocrisy and moral outrage in themselves and othersâand in a political world such as ours, this should be a good thing. You should read this bookâand so should your studentsâand so should your family. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Geher, Glenn",Hypocrisy revealed (and thoughts on the role of modularity in evolutionary psychology).,Dec   2012,6,4,511,10.1037/h0099235,http://psycnet.apa.org/journals/ebs/6/4/511,http://psycnet.apa.org/journals/ebs/6/4/511.html,http://psycnet.apa.org/journals/ebs/6/4/511.pdf,English,evolutionary psychology; moral psychology; hypocrisy,0,not_found,not_found
151,151,"Reviews the book, Less Than Human: Why We Demean, Enslave, and Exterminate Others by David Livingstone Smith (2011). Deaner begins by elucidating the book's key points: Humans believe that other humans possess some kind of human-like essence, even in cases where individuals are dramatically disfigured, the human mind can conceive of people as subhuman because of five cognitive capacities, most of which are unique to our species, given these cognitive capacities, we are capable of reflecting about the essence of certain âethnoracesâ? and, under certain conditions, conceiving them as possessing a subhuman essence, overriding inhibitions against committing violence typically causes us great psychic harm, and dehumanization is a widespread and possibly universal human capacity; it is not a recent or particularly Western invention. Smithâs book has many merits. One is that it fills an unoccupied and important niche: it is undoubtedly the most comprehensive attempt to identify the cognitive capacities necessary for dehumanization, and it also provides the most thorough historical review of the phenomenon and the writings about it. A second strength is Smithâs engaging, persuasive, and accessible writing. His arguments are supported with evidence from numerous fields, including history, sociology, anthropology, cognitive psychology, and evolutionary biology. Nevertheless, the book overlooks some key questions. First, how does the final accounting of dehumanization in this book differ from more casual usages of the term in other studies (e.g., Marlantes, 2011; Potts  Hayden, 2008; Pinker, 2011)? Second, are some individuals or groups more prone than others to engage in dehumanization? Third, what can be done about the costs of dehumanization to individuals? Lastly, how do we prevent dehumanization from occurring in the first place? In closing, although Smith has not addressed some questions, this should not detract from his achievement. and the reviewer highly recommend this book. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Deaner, Robert O.",Further questions about dehumanization.,Dec   2012,6,4,515,10.1037/h0099234,http://psycnet.apa.org/journals/ebs/6/4/515,http://psycnet.apa.org/journals/ebs/6/4/515.html,http://psycnet.apa.org/journals/ebs/6/4/515.pdf,English,sociology; anthropology; cognitive psychology; evolutionary biology; dehumanization; morals,0,not_found,not_found
152,152,"Reviews the book, Less Than Human: Why We Demean, Enslave, and Exterminate Others by David Livingstone Smith (2011). In this book, Livingstone Smith has two goals. First, he seeks to demonstrate the pervasiveness of dehumanization as a way to allow individuals to act in a violent manner towards other populations, and does so by showing its existence across culture and time. Therefore, dehumanization is part of human nature, not an artifact of a particular culture or society. Integrated into this discussion is the concept of a moral hierarchy, in that one places the targeted population below oneâs own group, thus stripping them of their humanity and enabling them to be viewed as sub-human. Second, he proposes a theory of dehumanization by which he shows how human nature allows for dehumanization to occur. The topic of moral hierarchies is part of this goal, but he goes beyond this idea and instead teases apart how someone has an appearance versus an essence. That is, someone may appear to be human, but their essence causes them to be subhuman, and consequently, able to be dehumanized. He provides numerous, convincing lines of evidence to support these claims. The book itself is extremely well organized and carefully written, with support for the arguments presented in an intuitive manner. The reviewer concludes that the book is a very crucial first step to our understanding of the darker side of human nature, and how we must truly comprehend the ways in which our cognitions have been shaped over evolutionary time. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Fisher, Maryanne L.",Understanding the darker side of human nature.,Dec   2012,6,4,518,10.1037/h0099233,http://psycnet.apa.org/journals/ebs/6/4/518,http://psycnet.apa.org/journals/ebs/6/4/518.html,http://psycnet.apa.org/journals/ebs/6/4/518.pdf,English,evolutionary psychology; society; human nature; dehumanization; morality,0,not_found,not_found
153,153,"Reviews the book, Less Than Human: Why We Demean, Enslave, and Exterminate Others by David Livingstone Smith (2011). This is an important book. In seeking to understand the psychological roots of violence, slavery, and genocide, Less Than Human has lofty ambitions, and makes some headway toward achieving them. Drawing from history, psychology, philosophy, biology, and anthropology, David Livingstone Smith weaves together a powerful argument that dehumanization facilitates our longstanding propensity to harm, enslave, and exterminate fellow humans. However, a lack of philosophical precision, overlooked literature, and a failure to consider an adaptationist perspective prevent Less Than Human from fully illuminating our propensity to treat groups of humans inhumanely. Concerns over philosophical precision, literature coverage, and dehumanization's adaptiveness aside, Less Than Human advances a compelling argument that humans dehumanize to treat humans inhumanely. The book serves as a clarion call for further study of dehumanization and the violence, slavery, and genocide it begets. Future research would do well to explore whether our mirror neuron system is deactivated for a group of people once they have been dehumanized and whether those who exhibit less activity in their mirror systems are more likely to dehumanize others. We concur with Smith that the study of dehumanization needs to be made a top priority, and suggest that reading his important, well-written book should be one as well. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Kuhle, Barry X.; Meyer, Matthew","Pariahs as predators, prey, and parasites: A powerful argument but lacking in philosophical precision, literature coverage, and adaptationist perspective.",Dec   2012,6,4,521,10.1037/h0099232,http://psycnet.apa.org/journals/ebs/6/4/521,http://psycnet.apa.org/journals/ebs/6/4/521.html,http://psycnet.apa.org/journals/ebs/6/4/521.pdf,English,psychological roots; violence; slavery; genocide; history; philosophy; biology; anthropology,0,not_found,not_found
154,154,"Reviews the book, Less Than Human: Why We Demean, Enslave, and Exterminate Others by David Livingstone Smith (2011). In Less than Human, David Livingstone Smith conducts a much-needed investigation of dehumanization, which seems to be the mechanism by which humans are able to drop their inhibitions against doing harm to others and commit unspeakable acts of cruelty and horror. The book is rife with vivid examples of atrocities, which appear to be facilitated by the perpetratorsâ ability to think of the victims as subhuman. Smith is not content merely to describe the phenomena; he traces the history of the concept and puts forward a well-conceived theory behind dehumanization based on scientific evidence. Although the book is decidedly philosophical, it should have strong appeal to psychologists with a background in social or evolutionary psychology, as much of the scientific evidence is rooted in these fields. Before covering the content, it should be noted that the quality of the writing and the style of the book make it eminently readable. Smith incorporates many vivid examples and stories that capture the reader and are sure to evoke a visceral response; and yet there is a strong commitment to explaining underlying processes and theories. Readers from a variety of backgrounds will find the book both informative and engaging. The book opens with a series of examples of dehumanization from the Second World War. From Nazi doctors performing lethal and torturous medical experiments on prisoners to the atrocities committed by all sides in the war, we see how soldiers and even doctors were persuaded to think of different ethnicities as subhuman. Smith recounts horrific stories of abuses by all sides, aided by official portrayals of the enemy as animals. An underlying theme here is that the atrocities in the war were not committed by monsters or psychopaths who bear little resemblance to us; they were committed by regular people who would otherwise not be able to bring themselves to perform such acts in civilized society. What is it that enabled them to do so in the context of war? Smith argues that it was their ability to think of their victims as subhuman and therefore not deserving the basic consideration that would ordinarily be afforded a fellow human being. In conclusion, the reviewer states that Smith has written a compelling and thoughtful account of dehumanization that is highly recommended for lay people and professionals alike. We can hope that by having a better handle on some of the factors involved in dehumanization, we may one day be able to diminish its destructive effects. In the final chapter, Smith calls for a scientific approach to dehumanization and empirical study of the subject. The reviewer suggests that two areas of study that might bear fruit are the underlying motivations behind dehumanization and the role of cognitive dissonance, which may be a key mechanism in the dehumanization process. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Sturman, Edward D.",Dehumanizing just makes you feel better: The role of cognitive dissonance in dehumanization.,Dec   2012,6,4,527,10.1037/h0099231,http://psycnet.apa.org/journals/ebs/6/4/527,http://psycnet.apa.org/journals/ebs/6/4/527.html,http://psycnet.apa.org/journals/ebs/6/4/527.pdf,English,dehumanization; cognitive dissonance; disinhibition; evolutionary psychology; philosophy,0,not_found,not_found
155,155,"Reply by the current author to the book reviews made by Robert O. Deaner (see record 2013-05136-010), Maryanne L. Fisher (see record 2013-05136-011), Barry X. Kuhle  Matthew Meyer (see record 2013-05136-012) and Edward D. Sturman (see record 2013-05136-013) on the original review, Less Than Human: Why We Demean, Enslave, and Exterminate Others by David Livingstone Smith (2011). Deaner is unhappy that I have not provided a comparative semantic analysis of the various uses of ""dehumanization"" in the literature, and takes this to be equivalent to my not discussing the theoretical advantages of my approach as compared to other explanations of dehumanization. These two claims are logically distinct. The first is a matter of semantics, and the second is a matter of explanatory substance. With regard to the first, early on in the book I briefly discuss the range of uses to which the severely overtaxed term ""dehumanization"" has been put, and I did not (and do not) see anything to be gained from a more elaborate discussion along these lines. With regard to the second point, theoretically sophisticated discussions of dehumanization are exceedingly thin on the ground. Consequently, there's not much in the literature to address. Fisher raises several pointsâall of them well-takenâabout how my account of dehumanization might inspire further empirical research. There is just one point in her review that I would like to address. Fisher is curious about how our propensity to change our views about othersâto see them as subhuman at one point in time and then human at anotherâcan be reconciled with my claim that we tend to regard essences as immutable. The appearance of conflict is based on a conceptual confusion. Kuhle and Meyer offer three criticisms. The first concerns what they take to be my philosophical imprecision. They claim that I do not justify why I included certain authors, but not others, in the chapter on the history of the concept of dehumanization. The history of dehumanization has never previously been written, and I make no pretention of having provided a comprehensive account of it. Hopefully, others will contribute to the narrative that I sketched. Readers of Sturman's review might come away with the impression that I endorse the massive modularity hypothesis, and that my argument somehow depends upon it. But I don't and it doesn't. Much of his review is taken up with a discussion of cognitive dissonance (also mentioned by Kuhle and Meyer). Sturman is correct to say that the notion of cognitive dissonance has some relevance to my thesis, but I am uncertain whether it adds anything of substance to it. Dehumanization is not just a mechanism for resolving psychological tension, as the theory of cognitive dissonance would suggest. If I am right, it has the function of undermining inhibitions against violence. It's true that people sometimes characterize others as less than human as a post hoc justification for bad behavior, but dehumanization appears to be more than mere rationalization. It is facilitative rather than justificatory: when we dehumanize others we really believe that they are creatures of an inferior kind, and this releases our propensity for violence rather than simply legitimizing it. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Smith, David Livingstone","Conclusions, confusions, and exclusions.",Dec   2012,6,4,532,10.1037/h0099230,http://psycnet.apa.org/journals/ebs/6/4/532,http://psycnet.apa.org/journals/ebs/6/4/532.html,http://psycnet.apa.org/journals/ebs/6/4/532.pdf,English,dehumanization; philosophies; morality; history; cognitive dissonance; violence,0,not_found,not_found
156,156,"Presents a collection of abstracts that focus on several areas of interest. Topics discussed include sex differences in meal preparation motives, marriage: a product of sexual selection, born both ways: the alloparenting hypothesis for sexual fluidity in women, community perception: an adaptation for interpreting community quality and women's sociosexual orientation and components of attractiveness. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,No authorship indicated,"Proceedings of the 6<xh:sup xmlns:search=""http://marklogic.com/appservices/search"" xmlns=""http://apa.org/pimain"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xh=""http://www.w3.org/1999/xhtml"">th</xh:sup> Annual Meeting of the Northeastern Evolutionary Psychology Society: Abstracts.",Dec   2012,6,4,536,10.1037/h0099229,http://psycnet.apa.org/journals/ebs/6/4/536,http://psycnet.apa.org/journals/ebs/6/4/536.html,http://psycnet.apa.org/journals/ebs/6/4/536.pdf,English,sexual orientation; communities; evolutionary psychology; society; parenting; human sex differences; marriage,0,not_found,not_found
157,157,"This editorial provides an overview of the Journal of Social, Evolutionary, and Cultural Psychology (JSEC). The topics included in the Journal are emotions, mating, child development, morality, life history, social capital, magical thinking, hooking up, ethnic conflict, gender differences in child care, and applied evolutionary psychology. JSEC has extended its editorial approach under the expert and valuable guidance of its Editorial Board members over the last few years. To improve the expertise of the Journal, the Editorial Board grew to encompass an Editor and five Associate Editors, as well as its esteemed Editorial Board members. In this way the Journal has ensured the ability to adequately review such a varied of research. The Journal has also benefited by its dedication of an expert web-mistress, editorial associate, and book review editor. It is hoped that this Journal will definitely enhance our knowledge in the field of social, evolutionary and cultural psychology. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Chang, Rose Sokol","Welcome, and a sign off.",Jan   2013,7,1,1,10.1037/h0099179,http://psycnet.apa.org/journals/ebs/7/1/1,http://psycnet.apa.org/journals/ebs/7/1/1.html,http://psycnet.apa.org/journals/ebs/7/1/1.pdf,English,social psychology; cultural psychology; child development; social capital; evolutionary psychology; morality,0,not_found,not_found
158,158,"Punishment is crucial to the maintenance of cooperative systems, but it requires investment on the part of individuals. Some evolutionary theorists argue that it is in the best interests of cooperators to punish norm violations, while others argue that more selfish individuals are better equipped to absorb the costs. We argue more generally that those who derive the greatest benefit from group living will have both the resources and incentive to engage in costly punishment, independent of their inclination towards cooperation. To test this hypothesis, we administered an experimental economics âgameâ? that included measures of cooperation and costly punishment, and a survey assessing individual access to social and financial resources. Our hypothesis was validated by three main findings: cooperators and defectors punished with equal frequency and intensity; individuals with greater access to social resources were more likely to punish non-cooperators; and punishers with greater access to financial resources were more likely to invest the maximum amount in punishment. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"O'Brien, Daniel Tumminelli; Gallup, Andrew C.; Eldakar, Omar Tonsi",The influence of real-world resource asymmetries on punishment in economic games.,Jan   2013,7,1,3,10.1037/h0099178,http://psycnet.apa.org/journals/ebs/7/1/3,http://psycnet.apa.org/journals/ebs/7/1/3.html,http://psycnet.apa.org/journals/ebs/7/1/3.pdf,English,real world resources; behavioral economics; social punishment; cost analysis; financial resources; prosociality; cooperation,0,not_found,not_found
159,159,"Life history theory predicts that an array of behaviors will shift in response to life expectancy cues. Findings from a number of studies suggest that among these shifts is a willingness to engage in criminal behaviors. Using the framework of the general theory of crime, this possibility was explored more directly by examining differences in self-control and criminal intent under three different life expectancies (5 months, 5 years, and 50 years). The results revealed that under conditions of short life expectancy, self-control decreased and criminal intent increased, but that this effect was moderated by individual differences in life history strategy. Consistent with the general theory of crime, it was found that differences in criminal intent across life expectancies were predicted by differences in self-control across life expectancies. The results are discussed in terms of the relationship between life history theory and criminality. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Dunkel, Curtis S.; Mathes, Eugene; Beaver, Kevin M.",Life history theory and the general theory of crime: Life expectancy effects on low self-control and criminal intent.,Jan   2013,7,1,12,10.1037/h0099177,http://psycnet.apa.org/journals/ebs/7/1/12,http://psycnet.apa.org/journals/ebs/7/1/12.html,http://psycnet.apa.org/journals/ebs/7/1/12.pdf,English,life history theory; general theory of crime; life expectancy; self control; criminal behavior,2,not_found,not_found
160,160,"There is strong evidence for social evolutionary motivations for helping (e.g., reciprocal altruism) and also growing support for the influence of the social cognitive theory of moral cleansing on prosociality. Where the former motivation is interpersonal, the latter is intrapersonal. This experimental study hypothesized that, in addition to main effects of evolutionary altruism and moral cleansing on helping intention, an interaction would occur between these theoretical motivations. Using three situational helping scenarios as dependent measures, the effect of participantsâ morally-valenced recalled behavior (moral/immoral/achievement/failure) and the effect of their social proximity to a helping target (cousin/colleague/stranger) on helping intention was determined. Overall, 616 Australian participants (90.1% female) completed the online experiment. Two-way ANOVA demonstrated a consistent main effect of social proximity on helping intention across all three helping scenarios, supporting evolutionary social psychological explanations for helping. However, instead of moral self-regulation effects, moral identity consistency effects were induced by the moral behavior recall manipulation. A main effect of behaviour recall on helping intention occurred, with moral recall increasing helping intention. The problem of theoretical ambiguity regarding moral identity consistency and moral self-regulation is discussed, as is the useful role of null result publications in informing effective experimental design. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Hayley, Alexa; Zinkiewicz, Lucy",Does moral cleansing moderate the effect of evolutionary altruism on helping intention? An exploratory study.,Jan   2013,7,1,24,10.1037/h0099176,http://psycnet.apa.org/journals/ebs/7/1/24,http://psycnet.apa.org/journals/ebs/7/1/24.html,http://psycnet.apa.org/journals/ebs/7/1/24.pdf,English,moral cleansing; evolutionary altruism; helping intention; interpersonal motivation,0,not_found,not_found
161,161,"There is no general agreement whether image scoring or good standing provide a better explanation for the perception of reputation and the way it influences cooperation. We studied the rules humans use to decide who is trustworthy or altruistic when the information they have is reports of othersâ behavior. We found that our subjects used a decision rule which takes inferred motives into account, rather than only scoring observed behavior. This occurred both in scenarios in which our subjects judged failures to be altruistic and in scenarios in which they judged apparently altruistic behavior. Our findings provide support for the good standing strategy rather than image scoring. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Pfuhl, Gerit; Haghish, E. F.; Biegler, Robert",Assessment of altruism depends on inferred ulterior motives.,Jan   2013,7,1,36,10.1037/h0099175,http://psycnet.apa.org/journals/ebs/7/1/36,http://psycnet.apa.org/journals/ebs/7/1/36.html,http://psycnet.apa.org/journals/ebs/7/1/36.pdf,English,altruism; inferred ulterior motives; reputation perception; cooperation; decision rules,0,not_found,not_found
162,162,"According to the mate selection literature, an individualâs desirability as a potential mate is influenced by his or her sexual history. The goal of the present study is to extend evolutionary explanations, derived from Triversâ (1972) parental investment theory, regarding the mechanisms which influence mate preferences. We suggest that recent sexual activity should lower an individualâs desirability as a mate. Participants read one of several dating scenarios in which the elapsed time since the ending of a previous relationship of a potential mate was varied, and then reported their willingness to engage in a casual, sexual, or committed relationship with the potential mate. Both men and women reported increases in willingness to enter a new relationship when a potential partner had been single for a longer period of time. This relationship was curvilinear for men, and linear for women, supporting the claim that a partnerâs recent sexual activity presents unique threats to the reproductive fitness of each sex. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Busche, Lisa; Marks, Michael; Oates, Kristen",The effect of recent sexual activity on partner desirability: An evolutionary perspective.,Jan   2013,7,1,51,10.1037/h0099174,http://psycnet.apa.org/journals/ebs/7/1/51,http://psycnet.apa.org/journals/ebs/7/1/51.html,http://psycnet.apa.org/journals/ebs/7/1/51.pdf,English,sexual activity; partner desirability; mate preference; committed relationships; gender differences,0,not_found,not_found
163,163,"Women are fertile approximately one-sixth of the month (Wilcox, Weinberg,  Baird, 1995). Based on this fact, Thornhill and Gangestad (2008) suggest that women possess dual sexualityâestrous (i.e., reproductive/conceptive sexuality) and extended sexuality (i.e., non-reproductive/non-conceptive sexuality). Each type of sexuality is proposed to have its own function and, therefore, the current study sought to determine if womenâs mating intelligence, the cognitive mechanisms necessary for mating and reproduction assessed with a self-report measure, varied with their conception probability and birth-control-usage. One hundred fifty-three women, 97 who were naturally cycling and 56 who reported using hormonal contraception, participated. It was found that only among naturally cycling women did conception probability significantly positively correlate with mating intelligence and courtship display and commitment skepticism, two subscales of mating intelligence. Implications are discussed. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Peterson, Ashley; Carmen, Rachael; Geher, Glenn",Ovulatory shifts in mating intelligence.,Jan   2013,7,1,66,10.1037/h0099173,http://psycnet.apa.org/journals/ebs/7/1/66,http://psycnet.apa.org/journals/ebs/7/1/66.html,http://psycnet.apa.org/journals/ebs/7/1/66.pdf,English,ovulatory shifts; mating intelligence; sexuality; birth control; fertility; menstrual cycle,0,not_found,not_found
164,164,"Dan OâBrien, the new editor of the Journal of Social, Evolutionary, and Cultural Psychology, discusses changes that are coming for the journal. Of distinction is that, as of January 2014, JSEC will be published by the American Psychological Association, becoming their primary title in the evolutionary sciences. This is a pivotal opportunity, one that has the potential to bring the journal greater exposure and prestige. In addition, a new editorial staff will be coming on board, comprised of five Associate Editors. Each has made noteworthy contributions to the study of human behavior, and as a team their collective expertise covers the diverse range of topics that might be found in JSECâs pages. There are still frontiers that have not been explored, however; therefore the mission of JSEC will be to publish manuscripts that use evolutionary theory to advance the study of human behavior, with a particular emphasis on work that integrates other approaches and perspectives from across the behavioral sciences. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Oâ&euro;&trade;Brien, Dan",The road traveled and where it leads from here.,May   2013,7,2,77,10.1037/h0099209,http://psycnet.apa.org/journals/ebs/7/2/77,http://psycnet.apa.org/journals/ebs/7/2/77.html,http://psycnet.apa.org/journals/ebs/7/2/77.pdf,English,"Journal of Social, Evolutionary, and Cultural Psychology; editorial changes",0,not_found,not_found
165,165,"We examined the relationship between locus of control and sleep among firefighters using predictions driven by life history theory. Firefighters (n=115, males, aged 22-54) completed the Nowicki and Duke Locus of Control (LOC) questionnaire. Average minutes slept and sleep debt (number of nights on shift) were provided via self-report. Statistical output supported the underlying theoretical relationship between LOC and life history strategy. Further results indicate a quadratic effect on LOC such that sleeping very little or sleeping a lot was associated with more external LOC scores when controlling for station-specific emergency response call volume and participant current health status. Finally, as sleep loss accumulates due to increasing nights on shift, LOC externality significantly increases. This data supports the notion that sleep acquisition may pose a mediating role in personality psychology in ways predicted by life history and evolutionary ecological theories. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Rucas, Stacey L.; Miller, Alissa A.",Locus of control and sleep in evolutionary perspective.,May   2013,7,2,79,10.1037/h0099208,http://psycnet.apa.org/journals/ebs/7/2/79,http://psycnet.apa.org/journals/ebs/7/2/79.html,http://psycnet.apa.org/journals/ebs/7/2/79.pdf,English,locus of control; sleep; life history theory; firefighters,0,not_found,not_found
166,166,"Sex-typical body shapes (a manâs muscular physique and a womanâs hourglass figure) are an outcome of evolutionary adaptation in reproductive fitness because they convey information about gene quality, health and fertility, which are important elements for mate selection. Therefore, sex-typical body shape should be linked to other known physical attributes related to reproductive success. The purpose of this study was to investigate the relationships between sex-typical body shape and morphological traits that signal quality [fluctuating asymmetry (FA), hand grip strength (HGS), digit ratios (2D:4D) and leg-to-torso ratio (LTR)] and their role in reproductive fitness. The relationships among quality indicators were also examined. The results revealed that low FA, high HGS, high LTR, and interaction of FA with right 2D:4D predicted menâs masculine body shape. Females with a more feminine body shape had low HGS, high right 2D:4D, and low LTR compared to those with more masculine body shape. Among quality indicators, no significant relationships were found in both males and females. Moreover, men with more wedge-shaped bodies showed earlier sexual maturation and had more sexual opportunities, whereas such effects were not observed in women. These findings support the evolutionary hypothesis that sex-typical body shape is a reliable signal of health and fertility and a consequence of sexual selection based on genetic and phenotypic quality. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Sim, Kyungok",The relationship between sex-typical body shape and quality indicators.,May   2013,7,2,97,10.1037/h0099207,http://psycnet.apa.org/journals/ebs/7/2/97,http://psycnet.apa.org/journals/ebs/7/2/97.html,http://psycnet.apa.org/journals/ebs/7/2/97.pdf,English,sex typical body shape; morphological traits; gene quality; evolutionary adaptation; mate selection; health; fertility; hand grip strength; leg-to-torso length ratio; fluctuating asymmetry; digit ratios,1,not_found,not_found
167,167,"Human height is a quantitative trait influenced by genetics and environmental conditions. Historical records from several European nations show a rapid increase in average population heights during the 19th century. Improvements in nutrition and public health are known contributors to this increase, but, theoretically, evolutionary selection may have also played a role. Women prefer taller mates, and sexual selection for height has likely contributed to evolutionary changes in human height. However, cultural restrictions on mate selection freedom prior to the 19th century may have blunted the effects of this mate preference. We hypothesized that a shift toward gender equality in 19th century Sweden increased mate selection freedom for women and amplified sexual selection for height. A mathematical model supported environmental factors as the main force driving population height change, and suggested a limited role for sexual selection. More generally, the model provides a framework for studying interactions between cultural change and evolutionary selection mechanisms. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Gahtan, Ethan; Mark, Quentin J.",Did sexual selection and culture interact in the evolution of human height?,May   2013,7,2,121,10.1037/h0099206,http://psycnet.apa.org/journals/ebs/7/2/121,http://psycnet.apa.org/journals/ebs/7/2/121.html,http://psycnet.apa.org/journals/ebs/7/2/121.pdf,English,sexual selection; culture; evolution; human height; mate preferences; gender equality; Sweden,0,not_found,not_found
168,168,"Millerâs (2008) positive manifold theory argues that mental fitness indicators tend to positively interrelate, with individuals high on various indicators having increased likelihood of reproductive success (RS). In modern times, mating success must be used as a proxy for RS; however, current measures do not account for relationship quality, which is theorized to have increased RS. A mating success scale (MSS) was created for this study, which measures the quality of participants â most recent short- and long-term sexual relationship. Fifty-one men and 202 women participated. Hypothesized mental fitness indicators (e.g., general intelligence, sense of humor) and other traits (e.g., extraversion) were measured. Results generally did not show support for positive manifold theory. The MSS showed good reliability (Cronbachâs Î± between .90-.94) and negatively correlated with female fluctuating asymmetry and the number of partners in participants â preferred temporal mating strategy. Results are discussed in terms of modern sexual selection theory. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Camargo, Michael A.; Geher, Glenn; Fisher, Maryanne L.; Arrabaca, Andrew",The relationship between hypothesized psychological genetic fitness indicators and indices of mating success.,May   2013,7,2,138,10.1037/h0099205,http://psycnet.apa.org/journals/ebs/7/2/138,http://psycnet.apa.org/journals/ebs/7/2/138.html,http://psycnet.apa.org/journals/ebs/7/2/138.pdf,English,mating success; sexual relationship quality; mental fitness; genetic fitness indicators; sexual selection,0,not_found,not_found
169,169,"Self-referencing, or the assessment of oneâs own attributes, may play a critical role in human mate choice if an individualâs perceived self-worth for a given personal attribute influences her or his preference for that same attribute in potential mates. We studied the potential role of self-perception in human mate choice in New Zealand college students, using survey-based responses to contrast predictions of the potentials attract versus the likes attract hypotheses. The survey was designed to include a test for a possible source of confounding error, common to survey-based studies: the uniform response bias (URB). Specifically, we included a third section of questions, where participants rated their preference for neutral objects unrelated to mate choice. Our analyses used polynomial regression techniques and corrected for multiple statistical tests. The data revealed a strong positive correlation between perceived self-worth in a particular trait and a declared preference for that same trait in potential mates in both sexes. Critically, we found no correlation between preference for neutral objects and the extent of either self-perception or mate preference, indicating that our results were not the bi-product of URB. These findings provide independent confirmation of previous conclusions that self-perception is likely to play an important role in mate selection by humans and other animals. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Allen, Katherine R.; Hauber, Mark E.",Self-referencing and mate choice among college students: Epiphenomenon or consistent patterns of preference across populations?,May   2013,7,2,163,10.1037/h0099204,http://psycnet.apa.org/journals/ebs/7/2/163,http://psycnet.apa.org/journals/ebs/7/2/163.html,http://psycnet.apa.org/journals/ebs/7/2/163.pdf,English,self-referencing; self-perception; human mate choice; personal attributes,0,not_found,not_found
